अकड़	اڪڙ
एक्ता	ايڪتا
एक्स्क्रे	ايڪسڪري
एॾो	ايڏو
एतिरे	ايتري
एतिरो	ايترو
एत्रे	ايتري
एत्रो	ايترو
एराज़ी	ايراضي
एराज़ी	عيراضي
एल्ची	ايلچي
एल्चीअ	ايلچيء
एवज़	عيوض
एवज़ो	عيوضو
एविज़ो	عيوزو
एव्ज़ी	عيوضي
एव्ज़ो	عيوضو
एश्याई	ايشيائي
एह्मकु	اھمق
ऐत्बार	اعتبار
ऐत्बार	ايتبار
ऐत्बारी	اعتباري
ऐत्बारी	اعيتباري
ऐत्बारी	ايتباري
ऐत्बारु	اعيتبار
ऐत्राज़	اعتراض
ऐत्राज़	عيتراز
ऐत्राज़ु	اعيتراز
ऐब	عيب
ऐब	غيب
ऐबु	عيب
ऐब्जू	عيبجو
ऐलान	اعلان
ऐलान	اعيلان
ऐश	عيش
ऐं	۽
ऐं	ائين
ओ	او
ओक्ड़ू	اوڪڙو
ओॻराई	اوڳرائي
ओघड़	اوگھڙ
ओचिती	اوچتو
ओचितो	اوچتو
ओच्ती	اوچتي
ओच्तो	اوچتو
ओजाॻो	اوجاڳو
ओज़ार	اوزار
ओज़ारु	اوزار
ओजु	اوج
ओॼ	اوڄ
ओझो	اوجھو
ओट	اوٽ
ओड़ो	اوڙو
ओढ्णी	اوڍني
ओणो	اوڻو
ओतणु	اوٽڻ
ओतणु	اوتڻ
ओथारो	اوٿارو
ओधर	اوڌر
ओन	اون
ओनी	اوني
ओॿारणु	اوٻارڻ
ओभर	اوڀر
ओभरु	اوڀر
ओरांघणु	اورانگھڻ
ओलह	اوله
ओलहु	اوله
ओलाद	اولاد
ओसीड़ो	اوسيڙو
ओसो	اوسو
ओस्ताईं	اوستائين
ओस्राणि	اسراڻي
ओह	او
औखो	اوکو
औज	اوج
औज	ائوج
औज़ार	اوزار
औजु	اوج
औरत	عورت
औरतूं	عورتون
औलाद	اولاد
औलादु	اولاد
औलादु	عولاد
कईं	ڪئين
कक	ڪڪ
ककर	ڪڪر
ककरन	ڪڪرن
ककि	ڪڪ
कक्री	ڪڪري
कक्रो	ڪڪرو
कख	ڪک
कचहिरी	ڪچهري
कचालू	ڪچالو
कची	ڪچي
कचो	ڪچو
कच्रो	ڪچرو
कछ	ڪڇ
कछऊं	ڪڇئون
कछुओ	ڪڇئو
कजलु	ڪجل
कज़ा	قضا
कञिरी	ڪڃري
कञ्री	ڪڃري
कट	ڪٽ
कटणु	ڪٽڻ
कटणु	ڪاٽڻ
कटणु	ڪتڻ
कटर	ڪٽر
कटर्पणो	ڪٽرپڻو
कटिजणु	ڪٽجڻ
कटियलु	ڪٽيل
कटु	ڪٽ
कटे	ڪٽي
कटो	ڪٽو
कट्यलु	ڪٽيل
कठपुत्ली	ڪٺپتلي
कठो	ڪٺو
कठोर	ڪٺور
कठोर्ता	ڪٺورتا
कड़क	ڪڙڪ
कड़काटु	ڪڙڪاٽ
कड़के	ڪڙڪي
कड़को	ڪڙڪو
कड़कंदड़	ڪڙڪندڙ
कड़छी	ڪڙڇي
कडणु	ڪڍڻ
कड़नि	ڪڙن
कड़ाई	ڪڙائي
कड़ी	ڪڙي
कॾहिन	ڪڏهن
कॾहिं	ڪڏھن
कॾहिं	ڪڏهن
कढ	ڪڍ
कढणु	ڪڍڻ
कढी	ڪڍي
कढंदड़	ڪڍندڙ
कढंदड़ु	ڪڍندڙ
कढ्यलु	ڪڍيل
कढ्हणु	ڪڍڻ
कणु	ڪڻ
कण्क	ڪڻڪ
कतई	ڪتائي
कतणु	ڪتڻ
कतब	ڪتب
कतर	ڪتر
कतल	قتل
कतलु	قتل
कतार	قطار
कतिरणु	ڪترڻ
कतिरो	قطرو
कत्रणु	ڪترڻ
कत्लाम	قتلام
कथ	ڪٿ
कथणु	ڪٿڻ
कथन	ڪٿن
कथा	ڪٿا
कथाऊं	ڪٿائون
कदम	قدم
कदमु	قدم
कदर	قدر
कदावर	قداور
कदिरी	ڪدري
कदीम	قديم
कदु	قد
कदुर	قدر
कदुरु	قدر
कदू	ڪدو
कदूकश	ڪدوڪش
कद्री	قدري
कन	ڪن
कनु	ڪن
कनूनी	قانوني
कन्गाल	ڪنگال
कन्जूस	ڪنجوس
कन्दड़ु	ڪندڙ
कन्या	ڪنيا
कप	ڪپ
कपटु	ڪپٽ
कपणु	ڪپڻ
कपाटु	ڪپاٽ
कपिड़ो	ڪپڙو
कपु	ڪپ
कप्चो	ڪپچو
कप्टी	ڪپٽي
कप्ड़ा	ڪپڙا
कप्ड़े	ڪپڙي
कप्ड़ो	ڪپڙو
कप्ड़ो	لباس
कप्ड़ो	ڪڀڙو
कप्तान	ڪپتان
कप्प	ڪپ
कफ़नु	ڪفن
कफ़ु	ڪف
कबर	قبر
कबरिस्तान	قبرستان
कबीलाई	قبيلائي
कबूतर	ڪبوتر
कबूतरु	ڪبوتر
कबूल	قبول
कबूलण	قبولڻ
कबूलियत	قبوليت
कबूल्यत	قبوليت
कब्ज़ि	ڪبض
कब्ज़ी	قبضي
कब्ज़े	قبضي
कब्ज़ेदार	قبضيدار
कब्ज़ेदारी	قبظيداري
कब्ज़ो	قبضو
कब्ज़ो	قبظو
कब्र	قبر
कब्रिस्तान	قبرستان
कॿट	ڪٻٽ
कम	ڪم
कमचलाऊ	ڪامچلائو
कमरि	ڪمر
कमल	ڪمل
कमाइणु	ڪمائڻ
कमाइणु	ڪمائيندڙ
कमाइतो	ڪمائتو
कमाई	ڪمائي
कमान	ڪمان
कमाल	ڪمال
कमालियत	ڪماليت
कमि	ڪم
कमी	ڪمي
कमीणाई	ڪميڻائي
कमीणो	ڪمينو
कमीणो	ڪميڻو
कमु	ڪم
कम्ज़ोर	ڪمزور
कम्ज़ोरी	ڪمزوري
कम्ज़ोरु	ڪمزور
कम्तर	ڪمتر
कम्बख़्ती	ڪمبختي
कम्बल	ڪمبل
कम्रो	ڪمرو
कयल	ڪيل
कयलु	ڪيل
कयामत	قيامت
कयो	ڪيو
कर	ڪر
करण	ڪرڻ
करणु	ڌار
करणु	ڪارڻ
करणु	پورڻ
करणु	ڪرڻ
करणु	ڪري
करणु	کرڻ
करणु	ليلائڻ
करणु	موهت
करणु	وجھڻ
करणु	ڏيڻ
करणुबेकार	ڪرڻبيڪار
करनु	ڪرڻ
करम	ڪرم
करम्चारी	ڪرمچاري
करर्णु	ڪرڻ
कराइणु	ڪرائڻ
कराई	ڪرائي
कराईंडड़	ڪرائيندڙ
कराईंदड़	ڪرائيندئڙ
कराणु	ڪرڻ
करामत	ڪرامت
करामती	ڪرامتي
करायल	ڪرايل
कराहत	ڪراھت
करीब	ڪريب
करे	ڪري
कर्ज़	قرض
कर्ज़ु	فرض
कर्ज़ु	قرض
कर्ज़्दार	قرضدار
कर्टाइणु	ڪرٽائڻ
कर्ड़ो	ڪرڙو
कर्णी	ڪرڻي
कर्णु	ڪرڻ
कर्तब	ڪرتب
कर्ता	ڪرتا
कर्तूत	ڪرتوت
कर्योस	ڪريوس
कल	ڪل
कलई	قلئي
कलफ़ु	قلف
कलम	قلم
कलमी	قلمي
कलराठी	ڪلراٺي
कलशु	ڪلش
कलसु	ڪلس
कला	ڪلا
कलाक	ڪلاڪ
कलाकार	ڪلاڪار
कलाबाज़ी	ڪلابازي
कली	ڪلي
कलेजो	ڪليجو
कलंक	ڪلنڪ
कलंकु	ڪلنڪ
कलंगी	ڪلنگي
कल्प	ڪلپ
कल्पना	ڪلپنا
कल्प्ना	ڪلپنا
कल्याणु	ڪلياڻ
कल्यूं	ڪليون
कल्ह	ڪله
कवाइदु	قواعد
कविता	ڪوتا
कवी	ڪوي
कवीता	ڪويتا
कश	ڪش
कशणु	ڪشڻ
कशश	ڪشش
कशालो	ڪشالو
कशिश	ڪشش
कशिश	ڪوشش
कशु	ڪش
कश्टु	ڪشٽ
कश्ती	ڪشتي
कश्यल	ڪشيل
कश्यलु	ڪشيل
कसदु	ڪسد
कसम	قسم
कसमु	قسم
कसारो	ڪسارو
कसी	ڪسي
कसु	ڪس
कसूर	قصور
कसोटी	ڪسوٽي
कस्तूरी	ڪستوري
कस्बो	قسبو
कस्यल	ڪسيل
कस्रत	ڪسرت
कहाणी	ڪھاڻي
कहिड़े	ڪهڙي
कहिड़ो	ڪهڙو
कहिर	ڪهر
कहिं	ڪنھن
कहिंखे	ڪهنکي
कही	ڪهي
कही	ڪھي
कहुरो	ڪهرو
काइदगी	قائدگي
काइदे	قاعدي
काइदे	قائدي
काइदो	قاعدو
काइदो	قائدو
काइम	قائم
काइमु	قائم
काई	ڪائي
काकिड़ो	ڪاڪڙو
काकूसु	ڪاڪوس
काको	ڪاڪو
काग़ज़	ڪاغذ
काग़ज़	ڪاغز
काॻर	ڪاڳر
काछो	ڪاڇو
काट	ڪاٽ
काटणु	ڪاٽڻ
काटि	ڪاٽ
काटिकू	ڪاٽڪو
काट्कू	ڪاٽڪو
काठ	ڪاٺ
काठियूं	ڪاٺيون
काठी	ڪاٺي
काठु	ڪاٺ
काठेरु	ڪاٺير
काठोड़ो	ڪاٺوڙو
कातिल	قاتل
काथी	ڪآٿي
काना	ڪانا
कानियारो	ڪانيارو
कानून	قانون
कानूनन	قانونن
कानूनी	قانوني
कानून्यत	قانونيت
कानो	ڪانو
काफ़िर	ڪافر
काफ़िलो	قافلو
काफ़ी	ڪافي
काफ़ी	قافي
काफ़ूर	اڏندڙ
काफ़्यो	قافيو
काबिल	قابل
काबिलियत	قابليت
काबिलु	قابل
काबिल्यत	قابليت
काबुल	قابل
काबुली	قابلي
काबू	ڪابو
काबू	قابو
काब्लियत	قابليت
काम	ڪام
कामी	ڪامي
कामु	ڪام
कामुक	ڪامڪ
कामुक्ता	ڪامڪتا
काम्चोर	ڪامچور
काम्भाव्ना	ڪامڀاونا
काम्याबी	ڪاميابي
काम्याबु	ڪامياب
कायर्ता	ڪايرتا
काया	ڪايا
कायापलट	ڪاياپلٽ
कार	ڪار
कारणु	ڪارڻ
कारसिरो	ڪارسرو
कारा	ڪارا
काराइतो	ڪارائتو
कारीगर	ڪاريگر
कारीगरी	ڪاريگري
कारे	ڪاري
कारो	ڪارو
कारोबार	ڪاروبار
कारंहिं	ڪاراهن
कारंहिं	ڪارنھن
कार्ख़ानो	ڪارخانو
कार्गर	ڪارگر
कार्गार	ڪارگار
कार्गुज़ारी	ڪارگزاري
कार्य	ڪاريـ
कार्यक्रम	ڪاريڪرم
कार्वाई	ڪارروائي
कार्वाई	ڪاروائي
काल	ڪال
कालु	ڪال
काल्ह	ڪاله
कावड़	ڪاوڙ
काविड़यल	ڪاوڙيل
काविड़यलु	ڪاوڙيل
काविड़ाइणु	ڪاوڙائڻ
काव्ड़यल	ڪاوڙيل
काव्ड़ाइणु	ڪاوڙائڻ
कासाई	ڪاسائي
कासिद	قاسد
कासिद	قاصد
काह	ڪاه
काहिणु	ڪاھڻ
काहिणु	ڪاهڻ
काहिल	ڪاهل
काहे	ڪاهي
कां	ڪان
कांइरु	ڪانئر
कांग	ڪانگ
कांच	ڪانچ
कांचु	ڪانچ
कांजी	ڪانجي
कांटो	ڪانٽو
कांवु	ڪانو
कि	ڪ
किच	ڪچ
किचिरो	ڪچرو
किच्रे	ڪچري
किच्रो	ڪچرو
किट्ली	ڪٽلي
किताब	ڪتاب
किताबु	ڪتاب
किताब्ची	ڪتابچي
किताब्ड़ी	ڪتابڙي
कित्किताई	ڪتڪتائي
किथां	ڪٿان
किथे	ڪٿي
किनारी	ڪناري
किनारे	ڪناري
किनारो	ڪنارو
किनिखे	ڪنکي
किनु	ڪن
किनो	ڪنو
किफ़ाइती	ڪفائتي
किफ़ायट	ڪفايت
किफ़ायत	ڪفايت
किफ़ायत	قفايت
किफ़ायती	ڪفايتي
कियास	قياس
किरण	ڪرڻ
किरणु	ڪرڻ
किरणो	ڪرڻو
किराएदार	ڪرائيدار
किराएदारी	ڪرائيداري
किरायो	ڪرايو
किराहत	ڪراھت
किराहत	ڪراهت
किराहित	ڪراهت
किराह्त	ڪراھت
किरिणो	ڪرڻو
किरी	ڪري
किरीअ	ڪريء
किरोध	ڪروڌ
किरोधी	ڪروڌي
किरंदड़ु	ڪرندڙ
किर्च	ڪرچ
किर्ड़ी	ڪرڙي
किर्यलु	ڪريل
किली	ڪلي
किले	قلعي
किलेबंदी	قلعيبندي
किलो	قلعو
