अकड़	اڪڙ
उताहूं	اتاهون
उतां	اتان
उतिरणु	اترڻ
उते	اتي
उते	اُتي
उतेजना	اُتيجنا
उतेज्ना	اتيجنا
उत्कंठा	اتڪنٺا
उत्सवु	اتسو
उत्साह	اتساه
उत्साह	اُتساه
उत्साह	اُتساهَ
उत्साही	اتساهي
उत्साही	اُتِساهيِ
उत्साही	اتساھي
उत्साहु	اتساه
उत्साहु	اُتساه
उत्साह्	اتساھ
उत्साह्	اتساه
उत्सुक्ता	اتسڪتا
उथणु	اٿڻ
उथल	اٿل
उथारणु	اٿارڻ
उथिलाइणु	اٿلائڻ
उथ्लणु	اٿلڻ
उथ्लाइणु	اٿلائڻ
उथ्ली	اٿلي
उथ्लंदड़	اٿلندڙ
उथ्ल्यल	اُٿِيَل
उदम	ادم
उदम	اُدم
उदम	اُدَم
उदम	اُدَمُ
उदम्	اڏام
उदार	ادار
उदार	اُدار
उदार्चित्	ادارچت
उदार्ता	ادارتا
उदास	اداس
उदास	اُداس
उदासाई	اداسي
उदासी	ادآسي
उदासी	اداسي
उदासी	اُداسيِ
उदासीअ	اداسيءَ
उदासीन्	اداسين
उदास्	اداس
उदास्	اُداسمنحوس
उदेश	اديش
उद्घाटन	ادگھاٽن
उद्योग्	اُديوگ
उधार	اڌار
उधारु	اڌار
उधारो	اڌارو
उन	ان
उनजे	انجي
उन्हारो	انهارو
उन्हीअ	انهيءَ
उप	اپ
उपज	اپج
उपत	اپت
उपत	ڱپت
उपति	اپت
उपदेशकु	اپديشڪ
उपनगर	اپنگر
उपनदी	اپندي
उपयोगु	اپيوگ
उपाइणु	اپائڻ
उपाईंदड़	اپائيندڙ
उपाईंदड़्	اپائيندڙ
उपाउ	اپاءُ
उपासकु	اپاسڪ
उपासना	اپاسنا
उप्करणु	اپڪرڻ
उप्कारी	اپڪاري
उप्टार्	اپٽار
उप्देश	اپديش
उप्देशक	اپديشڪ
उप्नाम	اپنام
उफ़क	افق
उफ़्फ़	اف
उबतड़	ابتڙ
उबतड़ि	ابتڙ
उबतड़्	اُبتڙ
उबतरी	ابتري
उबतर्	ابتر
उबतो	ابتو
उबतो	اُبتو
उबतो	اُبَتو
उबत्री	ابتري
उॿ	اٻ
उॿथो	اٻٿو
उॿहिराई	اٻهرائي
उॿहिरो	اٻهرو
उॿासी	اٻاسي
उॿासी	اُٻايِ
उभक्प्रो	اڀڪپرو
उभामणु	اُڀامَڻُ
उभारु	اڀار
उभिड़ियलु	اڀڙيل
उभु	اڀ
उभो	اڀو
उभ्रणु	اڀرڻ
उभ्रंदड़	اڀرندڙ
उभ्रंदाई	اڀرندائي
उभ्रंदे	اُڀرَندي
उभ्र्यल	اُڀِرِيَل
उमर	عمر
उमालक	امالڪ
उमिरि	عمر
उमिर्	عمر
उमिर्दराज़ी	عمردرازي
उमीद	اميد
उमीदी	اميدي
उमीद्	اميد
उमेद	اميد
उमेद	اُميد
उमेद	اُميدَ
उमेद्वार	اميدوار
उमेद्वार	عميدوار
उमेद्वार्	اميدوار
उमंग	امنگ
उमंग	اُمنگ
उमंग्	اُمَنگ
उम्दो	امدو
उम्दो	عمدو
उलट	الٽ
उलहंदे	الهندي
उलास्	الاس
उलू	الو
उलेख	اليک
उलंघन	اُلنگھن
उलंघनु	النگھن
उलंघन्	اُلنگھن
उल्का	الڪا
उल्झन	الجھڻ
उल्झन	الجھن
उल्झन्	الجھن
उल्झाइणु	الجھائڻ
उल्टाइणु	الٽائڻ
उल्टी	الٽي
उल्टी	اُلٽي
उल्टो	الٽو
उल्टो	اُلٽو
उल्थो	الٽو
उस	اس
उस	اُس
उसवारो	اسوارو
उसाट	اساٽ
उसाटियलु	اساٽيل
उसिरणु	اسرڻ
उसूल	اصول
उसूल	اُصوُلَ
उसूलु	اصول
उस्ताद	استاد
उस्तादी	استادي
उस्तादु	استاد
उस्ताद्	استاد
उस्त्रो	استرو
उस्रणु	اسرڻ
उस्रंदड़	اسرندڙ
उहिदो	عُھِدو
उहिदो	عهدو
उहे	اهي
उहो	اهو
उहो	اُھو
उह्देदार	عهديدار
उह्देदार्	عھديدار
उह्देदार्	عُهِديدار
उह्दो	عهدو
ऊच	اوچ
ऊचाई	اوچائي
ऊचाए	اوچائي
ऊचो	اوچو
ऊजल	اوجل
ऊणाई	اوڻائي
ऊणाओ	اوُڻائو
ऊणो	اوڻو
ऊनी	اوني
ऊन्हाई	اونچائي
ऊन्हो	اونھو
ऊॿड़	اوٻڙ
ऊंचाई	اوُنچائي
ऊंचाई	اوُنچائيِ
ऊंचो	اوُنچو
ऊंधह	اونڌَهِ
ऊंधो	اونڌو
ऊंहो	اونهو
एकागर	ايڪاگر
एकांत	ايڪانت
एके	ايڪي
एको	ايڪو
एक्ता	ايڪتا
एक्स्क्रे	ايڪِسِڪِري
एॾो	ايڏو
एतिरे	ايتري
एतिरो	ايترو
एत्रे	ايتري
एत्रो	ايترو
एराज़ी	ايراضي
एराज़ी	عيراضي
एल्ची	ايلچي
एल्ची	اِيلچي
एल्चीअ	ايلچيء
एल्चीअ	ايلچيِءَ
एवज़	عيوض
एवज़ो	عيوِضو
एवज़्	عيوض
एविज़ो	عيوزو
एव्ज़ी	عيوضي
एव्ज़ो	عيوضو
एश्याई	ايشيائي
एह्मकु	اھمق
ऐत्बार	اعتبار
ऐत्बार	ايتبار
ऐत्बारी	اعتباري
ऐत्बारी	اعيتباري
ऐत्बारी	ايتباري
ऐत्बारु	اعيتبار
ऐत्बार्	اعتبار
ऐत्राज़	اعتراض
ऐत्राज़	عيتراز
ऐत्राज़ु	اعيتراز
ऐब	غيب
ऐबु	عيب
ऐब्	عيب
ऐब्जू	عَيبَجو
ऐलान	اعلان
ऐलान्	اعلان
ऐलान्	اعيلان
ऐश	عيش
ऐश	عيشَ
ऐश्	عيش
ऐं	۽
ऐं	ائين
ओ	او
ओक्ड़ू	اوڪڙو
ओॻराई	اوڳرائي
ओघड़	اوگھڙ
ओचिती	اوچتو
ओचितो	اوچتو
ओचितो	اوچِتو
ओच्ती	اوچتي
ओच्तो	اوچتو
ओजाॻो	اوجاڳو
ओज़ारु	اوزار
ओज़ारु	اوزارُ
ओज़ार्	اوزار
ओजु	اوج
ओॼ	اوڄ
ओझो	اوجھو
ओट	اوٽ
ओड़ो	اوڙو
ओढ्णी	اوڍني
ओणो	اوڻو
ओतणु	اوٽڻ
ओतणु	اوتڻ
ओथारो	اوٿارو
ओधर्	اوڌر
ओन	اونَ
ओनी	اوني
ओॿारणु	اوٻارڻ
ओभर	اوڀر
ओभरु	اوڀر
ओरांघणु	اورانگھڻ
ओलह	اوله
ओलहु	اوله
ओलाद	اولاد
ओलाद्	اولاد
ओसीड़ो	اوسيڙو
ओसो	اوسو
ओस्ताईं	اوستائين
ओस्राणि	اسراڻي
ओह	او
औखो	اوکو
औज	اوجَ
औज	ائوجَ
औज़ार्	اَوزار
औजु	اَوج
औरत	عورت
औरतूं	عورتون
औलाद	اولاد
औलाद	اَولاد
औलादु	اولاد
औलादु	عولاد
औलाद्	اولاد
कईं	ڪئين
कक	ڪڪ
ककर	ڪڪر
ककरन	ڪڪرن
ककि	ڪَڪِ
ककि	ڪڪ
कक्री	ڪڪري
कक्रो	ڪَڪرو
कख	ڪک
कचहिरी	ڪچهري
कचालू	ڪَچالو
कची	ڪچي
कचो	ڪچو
कच्रो	ڪچرو
कछ	ڪَڇَ
कछऊं	ڪَڇَئوُن
कछुओ	ڪڇئو
कजलु	ڪجل
कज़ा	قضا
कञिरी	ڪڃري
कञ्री	ڪڃري
कट	ڪٽ
कटणु	ڪٽڻ
कटणु	ڪاٽَڻُ
कटणु	ڪتڻ
कटर	ڪٽر
कटर्	ڪَٽَر
कटर्	ڪٽر
कटर्पणो	ڪٽرپڻو
कटिजणु	ڪٽجڻ
कटियलु	ڪٽيل
कटु	ڪٽ
कटे	ڪٽي
कटो	ڪٽو
कट्यलु	ڪَٽيَلُ
कठो	ڪٺو
कठोर	ڪٺور
कठोर्	ڪٺور
कठोर्ता	ڪٺورتا
कठ्पुत्ली	ڪٺپتلي
कड़क	ڪڙڪ
कडणु	ڪڍڻ
कड़नि	ڪڙن
कड़ाई	ڪَڙائيِ
कड़ी	ڪڙي
कड़ी	ڪڙيِ
कड़्काटु	ڪڙڪاٽ
कड़्के	ڪڙڪي
कड़्को	ڪڙڪو
कड़्कंदड़	ڪڙڪندڙ
कड़्छी	ڪڙڇي
कॾहिन	ڪڏهن
कॾहिं	ڪڏھن
कॾहिं	ڪڏهن
कढ	ڪَڍَ
कढणु	ڪَڍَڻُ
कढणु	ڪڍَڻُ
कढणु	ڪڍڻ
कढी	ڪَڍي
कढी	ڪڍي
कढी	ڪڍيِ
कढंदड़	ڪڍندڙ
कढंदड़ु	ڪڍندڙ
कढ्यलु	ڪڍيل
कढ्हणु	ڪڍڻ
कणु	ڪڻ
कण्क	ڪڻڪ
कतई	ڪتائي
कतणु	ڪتڻ
कतब	ڪَتَب
कतर	ڪتر
कतल	قتل
कतलु	قتل
कतल्	قتل
कतार	قطار
कतिरणु	ڪترڻ
कतिरो	قطرو
कत्रणु	ڪترڻ
कत्लाम	قتلام
कथ	ڪَٿَ
कथ	ڪٿ
कथणु	ڪَٿَڻُ
कथन	ڪٿن
कथा	ڪٿا
कथाऊं	ڪٿائون
कदम	قدم
कदमु	قدم
कदर	قدر
कदावर	قداور
कदिरी	ڪدري
कदीम	قديم
कदु	قد
कदुर	قدر
कदुरु	قدر
कदुरु	قَدرُ
कदुर्	قدُرُ
कदू	ڪدوُ
कदूकश	ڪدوڪش
कद्री	قدري
कन	ڪن
कनु	ڪَنُ
कनूनी	قانوُنيِ
कन्गाल	ڪنگال
कन्जूस	ڪنجوس
कन्दड़ु	ڪندڙ
कन्या	ڪنيا
कप	ڪپ
कपटु	ڪپٽ
कपणु	ڪپڻ
कपाटु	ڪپاٽ
कपिड़ो	ڪپڙو
कपु	ڪپ
कप्चो	ڪپچو
कप्टी	ڪپٽي
कप्ड़ा	ڪپڙا
कप्ड़े	ڪپڙي
कप्ड़ो	ڪپڙو
कप्ड़ो	لِباسُ
कप्ड़ो	ڪڀڙو
कप्तान्	ڪپتان
कप्प	ڪپ
कफ़नु	ڪفن
कफ़ु	ڪف
कबर	قبر
कबरिस्तान्	قبرستان
कबीलाई	قبيلائي
कबूतरु	ڪبوتر
कबूतर्	ڪبوتر
कबूल	قبول
कबूलण	قبولڻ
कबूलियत्	قَبوُلِيَتَ
कबूल्यत	قبوليت
कबूल्यत्	قبوليت
कब्ज़ि	ڪبض
कब्ज़ी	قبضي
कब्ज़े	قبضي
कब्ज़ेदार	قبضيدار
कब्ज़ेदारी	قبظيداري
कब्ज़ो	قبضو
कब्ज़ो	قبظو
कब्र	قبر
कब्रिस्तान	قبرستان
कॿट्	ڪٻٽ
कम	ڪم
कम	ڪَمَ
कमचलाऊ	ڪامچلائو
कमरि	ڪمر
कमल्	ڪمل
कमाइणु	ڪَمائِڻُ
कमाइणु	ڪمائيندڙ
कमाइतो	ڪمائتو
कमाई	ڪمائي
कमान	ڪَمان
कमान्	ڪمان
कमाल	ڪمال
कमालियत्	ڪماليت
कमि	ڪم
कमी	ڪمي
कमीणाई	ڪميڻائي
कमीणो	ڪمينو
कमीणो	ڪميڻو
कमु	ڪم
कमु	ڪَم
कम्	ڪم
कम्ज़ोर	ڪمزور
कम्ज़ोरी	ڪمزوري
कम्ज़ोरु	ڪمزور
कम्ज़ोर्	ڪمزور
कम्तर	ڪمتر
कम्बख़्ती	ڪمبختي
कम्बल	ڪمبل
कम्रो	ڪمرو
कयल	ڪيل
कयल	ڪَيَل
कयलु	ڪيل
कयल्	ڪيل
कयामत	قيامت
कयो	ڪيو
कर	ڪر
करण	ڪرڻ
करणु	ڌار
करणु	ڪارڻ
करणु	پورَڻُ
करणु	ڪرڻ
करणु	ڪرڻُ
करणु	ڪَرَڻُ
करणु	ڪَرڻ
करणु	ڪَرڻُ
करणु	ڪري
करणु	کرڻ
करणु	ليلائِڻُ
करणु	موهِت
करणु	وِجھَڻُ
करणु	ڏيڻُ
करणुबेकार	ڪرڻبيڪار
करण्	ڪرڻ
करनु	ڪَرَڻُ
करम्	ڪرم
करम्चारी	ڪرمچاري
करर्णु	ڪرڻُ
कराइणु	ڪرائڻ
कराई	ڪرائي
कराईंडड़	ڪرائيندڙ
कराईंदड़्	ڪرائيِندَئڙ
